sm_a,sm_b,mean_abs_diff,gpc_a,gpc_b
32,61,2.4,6,9
32,82,2.3,6,9
32,83,2.4,6,9
32,104,2.4,6,9
32,105,2.4,6,9
32,126,2.4,6,9
32,127,2.4,6,9
32,148,2.4,6,9
32,149,2.4,6,9
32,164,2.3,6,9
32,165,2.3,6,9
32,18,2.4,6,10
32,19,2.4,6,10
32,40,2.4,6,10
32,41,2.4,6,10
32,62,2.3,6,10
32,63,2.3,6,10
32,84,2.3,6,10
32,85,2.3,6,10
32,106,2.4,6,10
32,107,2.4,6,10
32,128,2.4,6,10
32,129,2.4,6,10
32,150,2.3,6,10
32,151,2.3,6,10
32,166,2.3,6,10
32,167,2.3,6,10
32,20,2.4,6,0
32,21,2.4,6,0
32,42,2.3,6,0
32,43,2.4,6,0
32,64,2.3,6,0
32,65,2.3,6,0
32,86,2.3,6,0
32,87,2.3,6,0
32,108,2.4,6,0
32,109,2.4,6,0
32,130,2.3,6,0
32,131,2.3,6,0
32,152,2.3,6,0
32,153,2.3,6,0
32,168,2.3,6,0
32,169,2.3,6,0
33,0,2.4,6,1
33,1,2.4,6,1
33,22,2.4,6,1
33,23,2.4,6,1
33,44,2.4,6,1
33,45,2.4,6,1
33,66,2.3,6,1
33,67,2.3,6,1
33,88,2.4,6,1
33,89,2.4,6,1
33,110,2.3,6,1
33,111,2.3,6,1
33,132,2.3,6,1
33,133,2.3,6,1
33,2,2.4,6,2
33,3,2.4,6,2
33,24,2.4,6,2
33,25,2.4,6,2
33,46,2.4,6,2
33,47,2.4,6,2
33,68,2.4,6,2
33,69,2.3,6,2
33,90,2.4,6,2
33,91,2.4,6,2
33,112,2.4,6,2
33,113,2.4,6,2
33,134,2.3,6,2
33,135,2.3,6,2
33,4,2.4,6,3
33,5,2.4,6,3
33,26,2.4,6,3
33,27,2.4,6,3
33,48,2.4,6,3
33,49,2.4,6,3
33,70,2.4,6,3
33,71,2.3,6,3
33,92,2.4,6,3
33,93,2.4,6,3
33,114,2.4,6,3
33,115,2.4,6,3
33,136,2.3,6,3
33,137,2.4,6,3
33,6,2.4,6,4
33,7,2.4,6,4
33,28,2.4,6,4
33,29,2.4,6,4
33,50,2.3,6,4
33,51,2.3,6,4
33,72,2.3,6,4
33,73,2.3,6,4
33,94,2.4,6,4
33,95,2.4,6,4
33,116,2.4,6,4
33,117,2.4,6,4
33,138,2.3,6,4
33,139,2.3,6,4
33,154,2.3,6,4
33,155,2.3,6,4
33,8,2.4,6,5
33,9,2.4,6,5
33,30,2.3,6,5
33,31,2.3,6,5
33,52,2.3,6,5
33,53,2.3,6,5
33,74,2.3,6,5
33,75,2.3,6,5
33,96,2.3,6,5
33,97,2.4,6,5
33,118,2.3,6,5
33,119,2.3,6,5
33,140,2.3,6,5
33,141,2.3,6,5
33,156,2.3,6,5
33,157,2.3,6,5
33,10,2.4,6,6
33,11,2.4,6,6
33,32,2.4,6,6
33,33,0.0,6,6
33,54,2.3,6,6
33,55,2.3,6,6
33,76,2.3,6,6
33,77,2.3,6,6
33,98,2.4,6,6
33,99,2.4,6,6
33,120,2.3,6,6
33,121,2.3,6,6
33,142,2.3,6,6
33,143,2.3,6,6
33,158,2.3,6,6
33,159,2.3,6,6
33,12,2.4,6,7
33,13,2.4,6,7
33,34,2.4,6,7
33,35,2.4,6,7
33,56,2.4,6,7
33,57,2.4,6,7
33,78,2.3,6,7
33,79,2.3,6,7
33,100,2.4,6,7
33,101,2.4,6,7
33,122,2.4,6,7
33,123,2.4,6,7
33,144,2.3,6,7
33,145,2.3,6,7
33,160,2.3,6,7
33,161,2.3,6,7
33,14,2.4,6,8
33,15,2.4,6,8
33,36,2.4,6,8
33,37,2.4,6,8
33,58,2.4,6,8
33,59,2.4,6,8
33,80,2.4,6,8
33,81,2.3,6,8
33,102,2.4,6,8
33,103,2.4,6,8
33,124,2.4,6,8
33,125,2.4,6,8
33,146,2.4,6,8
33,147,2.4,6,8
33,162,2.3,6,8
33,163,2.3,6,8
33,16,2.4,6,9
33,17,2.4,6,9
33,38,2.4,6,9
33,39,2.4,6,9
33,60,2.4,6,9
33,61,2.4,6,9
33,82,2.3,6,9
33,83,2.4,6,9
33,104,2.4,6,9
33,105,2.4,6,9
33,126,2.4,6,9
33,127,2.4,6,9
33,148,2.4,6,9
33,149,2.4,6,9
33,164,2.3,6,9
33,165,2.3,6,9
33,18,2.4,6,10
33,19,2.4,6,10
33,40,2.4,6,10
33,41,2.4,6,10
33,62,2.3,6,10
33,63,2.3,6,10
33,84,2.3,6,10
33,85,2.3,6,10
33,106,2.4,6,10
33,107,2.4,6,10
33,128,2.4,6,10
33,129,2.4,6,10
33,150,2.3,6,10
33,151,2.4,6,10
33,166,2.3,6,10
33,167,2.3,6,10
33,20,2.4,6,0
33,21,2.4,6,0
33,42,2.3,6,0
33,43,2.4,6,0
33,64,2.3,6,0
33,65,2.3,6,0
33,86,2.3,6,0
33,87,2.3,6,0
33,108,2.4,6,0
33,109,2.4,6,0
33,130,2.3,6,0
33,131,2.3,6,0
33,152,2.3,6,0
33,153,2.3,6,0
33,168,2.3,6,0
33,169,2.3,6,0
54,0,2.3,6,1
54,1,2.4,6,1
54,22,2.3,6,1
54,23,2.3,6,1
54,44,2.3,6,1
54,45,2.3,6,1
54,66,2.3,6,1
54,67,2.3,6,1
54,88,2.3,6,1
54,89,2.3,6,1
54,110,2.3,6,1
54,111,2.3,6,1
54,132,2.3,6,1
54,133,2.3,6,1
54,2,2.4,6,2
54,3,2.4,6,2
54,24,2.4,6,2
54,25,2.4,6,2
54,46,2.4,6,2
54,47,2.3,6,2
54,68,2.3,6,2
54,69,2.3,6,2
54,90,2.4,6,2
54,91,2.4,6,2
54,112,2.3,6,2
54,113,2.3,6,2
54,134,2.3,6,2
54,135,2.3,6,2
54,4,2.4,6,3
54,5,2.4,6,3
54,26,2.4,6,3
54,27,2.4,6,3
54,48,2.3,6,3
54,49,2.3,6,3
54,70,2.3,6,3
54,71,2.3,6,3
54,92,2.3,6,3
54,93,2.4,6,3
54,114,2.3,6,3
54,115,2.3,6,3
54,136,2.3,6,3
54,137,2.3,6,3
54,6,2.3,6,4
54,7,2.4,6,4
54,28,2.3,6,4
54,29,2.3,6,4
54,50,2.3,6,4
54,51,2.3,6,4
54,72,2.3,6,4
54,73,2.3,6,4
54,94,2.4,6,4
54,95,2.4,6,4
54,116,2.3,6,4
54,117,2.3,6,4
54,138,2.3,6,4
54,139,2.3,6,4
54,154,2.3,6,4
54,155,2.3,6,4
54,8,2.3,6,5
54,9,2.3,6,5
54,30,2.3,6,5
54,31,2.3,6,5
54,52,2.3,6,5
54,53,2.3,6,5
54,74,2.3,6,5
54,75,2.3,6,5
54,96,2.3,6,5
54,97,2.3,6,5
54,118,2.3,6,5
54,119,2.3,6,5
54,140,2.3,6,5
54,141,2.3,6,5
54,156,2.3,6,5
54,157,2.3,6,5
54,10,2.3,6,6
54,11,2.3,6,6
54,32,2.3,6,6
54,33,2.3,6,6
54,54,0.0,6,6
54,55,2.3,6,6
54,76,2.3,6,6
54,77,2.3,6,6
54,98,2.3,6,6
54,99,2.3,6,6
54,120,2.3,6,6
54,121,2.3,6,6
54,142,2.3,6,6
54,143,2.3,6,6
54,158,2.3,6,6
54,159,2.3,6,6
54,12,2.4,6,7
54,13,2.4,6,7
54,34,2.3,6,7
54,35,2.3,6,7
54,56,2.3,6,7
54,57,2.3,6,7
54,78,2.3,6,7
54,79,2.3,6,7
54,100,2.3,6,7
54,101,2.4,6,7
54,122,2.3,6,7
54,123,2.3,6,7
54,144,2.3,6,7
54,145,2.3,6,7
54,160,2.3,6,7
54,161,2.3,6,7
54,14,2.4,6,8
54,15,2.4,6,8
54,36,2.4,6,8
54,37,2.4,6,8
54,58,2.4,6,8
54,59,2.3,6,8
54,80,2.3,6,8
54,81,2.3,6,8
54,102,2.4,6,8
54,103,2.4,6,8
54,124,2.4,6,8
54,125,2.3,6,8
54,146,2.3,6,8
54,147,2.3,6,8
54,162,2.3,6,8
54,163,2.3,6,8
54,16,2.4,6,9
54,17,2.4,6,9
54,38,2.4,6,9
54,39,2.4,6,9
54,60,2.3,6,9
54,61,2.3,6,9
54,82,2.3,6,9
54,83,2.3,6,9
54,104,2.4,6,9
54,105,2.4,6,9
54,126,2.3,6,9
54,127,2.3,6,9
54,148,2.3,6,9
54,149,2.3,6,9
54,164,2.3,6,9
54,165,2.3,6,9
54,18,2.4,6,10
54,19,2.4,6,10
54,40,2.3,6,10
54,41,2.3,6,10
54,62,2.3,6,10
54,63,2.3,6,10
54,84,2.3,6,10
54,85,2.3,6,10
54,106,2.4,6,10
54,107,2.4,6,10
54,128,2.3,6,10
54,129,2.3,6,10
54,150,2.3,6,10
54,151,2.3,6,10
54,166,2.3,6,10
54,167,2.3,6,10
54,20,2.3,6,0
54,21,2.3,6,0
54,42,2.3,6,0
54,43,2.3,6,0
54,64,2.3,6,0
54,65,2.3,6,0
54,86,2.3,6,0
54,87,2.3,6,0
54,108,2.3,6,0
54,109,2.3,6,0
54,130,2.3,6,0
54,131,2.3,6,0
54,152,2.3,6,0
54,153,2.3,6,0
54,168,2.3,6,0
54,169,2.3,6,0
55,0,2.4,6,1
55,1,2.4,6,1
55,22,2.3,6,1
55,23,2.3,6,1
55,44,2.3,6,1
55,45,2.3,6,1
55,66,2.3,6,1
55,67,2.3,6,1
55,88,2.3,6,1
55,89,2.3,6,1
55,110,2.3,6,1
55,111,2.3,6,1
55,132,2.3,6,1
55,133,2.3,6,1
55,2,2.4,6,2
55,3,2.4,6,2
55,24,2.4,6,2
55,25,2.4,6,2
55,46,2.4,6,2
55,47,2.4,6,2
55,68,2.3,6,2
55,69,2.3,6,2
55,90,2.4,6,2
55,91,2.4,6,2
55,112,2.3,6,2
55,113,2.3,6,2
55,134,2.3,6,2
55,135,2.3,6,2
55,4,2.4,6,3
55,5,2.4,6,3
55,26,2.4,6,3
55,27,2.4,6,3
55,48,2.3,6,3
55,49,2.3,6,3
55,70,2.3,6,3
55,71,2.3,6,3
55,92,2.3,6,3
55,93,2.4,6,3
55,114,2.3,6,3
55,115,2.3,6,3
55,136,2.3,6,3
55,137,2.3,6,3
55,6,2.4,6,4
55,7,2.4,6,4
55,28,2.3,6,4
55,29,2.3,6,4
55,50,2.3,6,4
55,51,2.3,6,4
55,72,2.3,6,4
55,73,2.3,6,4
55,94,2.4,6,4
55,95,2.4,6,4
55,116,2.3,6,4
55,117,2.3,6,4
55,138,2.3,6,4
55,139,2.3,6,4
55,154,2.3,6,4
55,155,2.3,6,4
55,8,2.3,6,5
55,9,2.3,6,5
55,30,2.3,6,5
55,31,2.3,6,5
55,52,2.3,6,5
55,53,2.3,6,5
55,74,2.3,6,5
55,75,2.3,6,5
55,96,2.3,6,5
55,97,2.3,6,5
55,118,2.3,6,5
55,119,2.3,6,5
55,140,2.3,6,5
55,141,2.3,6,5
55,156,2.3,6,5
55,157,2.3,6,5
55,10,2.3,6,6
55,11,2.3,6,6
55,32,2.3,6,6
55,33,2.3,6,6
55,54,2.3,6,6
55,55,0.0,6,6
55,76,2.3,6,6
55,77,2.3,6,6
55,98,2.3,6,6
55,99,2.3,6,6
55,120,2.3,6,6
55,121,2.3,6,6
55,142,2.3,6,6
55,143,2.3,6,6
55,158,2.3,6,6
55,159,2.3,6,6
55,12,2.4,6,7
55,13,2.4,6,7
55,34,2.3,6,7
55,35,2.3,6,7
55,56,2.3,6,7
55,57,2.3,6,7
55,78,2.3,6,7
55,79,2.3,6,7
55,100,2.3,6,7
55,101,2.4,6,7
55,122,2.3,6,7
55,123,2.3,6,7
55,144,2.3,6,7
55,145,2.3,6,7
55,160,2.3,6,7
55,161,2.3,6,7
55,14,2.4,6,8
55,15,2.4,6,8
55,36,2.4,6,8
55,37,2.4,6,8
55,58,2.4,6,8
55,59,2.4,6,8
55,80,2.3,6,8
55,81,2.3,6,8
55,102,2.4,6,8
55,103,2.4,6,8
55,124,2.4,6,8
55,125,2.4,6,8
55,146,2.3,6,8
55,147,2.3,6,8
55,162,2.3,6,8
55,163,2.3,6,8
55,16,2.4,6,9
55,17,2.4,6,9
55,38,2.4,6,9
55,39,2.4,6,9
55,60,2.4,6,9
55,61,2.3,6,9
55,82,2.3,6,9
55,83,2.3,6,9
55,104,2.4,6,9
55,105,2.4,6,9
55,126,2.3,6,9
55,127,2.3,6,9
55,148,2.3,6,9
55,149,2.3,6,9
55,164,2.3,6,9
55,165,2.3,6,9
55,18,2.4,6,10
55,19,2.4,6,10
55,40,2.3,6,10
55,41,2.3,6,10
55,62,2.3,6,10
55,63,2.3,6,10
55,84,2.3,6,10
55,85,2.3,6,10
55,106,2.4,6,10
55,107,2.4,6,10
55,128,2.3,6,10
55,129,2.3,6,10
55,150,2.3,6,10
55,151,2.3,6,10
55,166,2.3,6,10
55,167,2.3,6,10
55,20,2.3,6,0
55,21,2.3,6,0
55,42,2.3,6,0
55,43,2.3,6,0
55,64,2.3,6,0
55,65,2.3,6,0
55,86,2.3,6,0
55,87,2.3,6,0
55,108,2.3,6,0
55,109,2.3,6,0
55,130,2.3,6,0
55,131,2.3,6,0
55,152,2.3,6,0
55,153,2.3,6,0
55,168,2.3,6,0
55,169,2.3,6,0
76,0,2.3,6,1
76,1,2.3,6,1
76,22,2.3,6,1
76,23,2.3,6,1
76,44,2.3,6,1
76,45,2.3,6,1
76,66,2.3,6,1
76,67,2.3,6,1
76,88,2.3,6,1
76,89,2.3,6,1
76,110,2.3,6,1
76,111,2.3,6,1
76,132,2.3,6,1
76,133,2.3,6,1
76,2,2.4,6,2
76,3,2.4,6,2
76,24,2.4,6,2
76,25,2.4,6,2
76,46,2.3,6,2
76,47,2.3,6,2
76,68,2.3,6,2
76,69,2.3,6,2
76,90,2.3,6,2
76,91,2.3,6,2
76,112,2.3,6,2
76,113,2.3,6,2
76,134,2.3,6,2
76,135,2.3,6,2
76,4,2.4,6,3
76,5,2.4,6,3
76,26,2.4,6,3
76,27,2.4,6,3
76,48,2.3,6,3
76,49,2.3,6,3
76,70,2.3,6,3
76,71,2.3,6,3
76,92,2.3,6,3
76,93,2.4,6,3
76,114,2.3,6,3
76,115,2.3,6,3
76,136,2.3,6,3
76,137,2.3,6,3
76,6,2.3,6,4
76,7,2.4,6,4
76,28,2.3,6,4
76,29,2.3,6,4
76,50,2.3,6,4
76,51,2.3,6,4
76,72,2.3,6,4
76,73,2.3,6,4
76,94,2.3,6,4
76,95,2.3,6,4
76,116,2.3,6,4
76,117,2.3,6,4
76,138,2.3,6,4
76,139,2.3,6,4
76,154,2.3,6,4
76,155,2.3,6,4
76,8,2.3,6,5
76,9,2.3,6,5
76,30,2.3,6,5
76,31,2.3,6,5
76,52,2.3,6,5
76,53,2.3,6,5
76,74,2.3,6,5
76,75,2.3,6,5
76,96,2.3,6,5
76,97,2.3,6,5
76,118,2.3,6,5
76,119,2.3,6,5
76,140,2.3,6,5
76,141,2.3,6,5
76,156,2.3,6,5
76,157,2.3,6,5
76,10,2.3,6,6
76,11,2.3,6,6
76,32,2.3,6,6
76,33,2.3,6,6
76,54,2.3,6,6
76,55,2.3,6,6
76,76,0.0,6,6
76,77,2.3,6,6
76,98,2.3,6,6
76,99,2.3,6,6
76,120,2.3,6,6
76,121,2.3,6,6
76,142,2.3,6,6
76,143,2.3,6,6
76,158,2.3,6,6
76,159,2.3,6,6
76,12,2.4,6,7
76,13,2.3,6,7
76,34,2.3,6,7
76,35,2.3,6,7
76,56,2.3,6,7
76,57,2.3,6,7
76,78,2.3,6,7
76,79,2.3,6,7
76,100,2.3,6,7
76,101,2.3,6,7
76,122,2.3,6,7
76,123,2.3,6,7
76,144,2.3,6,7
76,145,2.3,6,7
76,160,2.3,6,7
76,161,2.3,6,7
76,14,2.4,6,8
76,15,2.4,6,8
76,36,2.4,6,8
76,37,2.4,6,8
76,58,2.3,6,8
76,59,2.3,6,8
76,80,2.3,6,8
76,81,2.3,6,8
76,102,2.4,6,8
76,103,2.4,6,8
76,124,2.3,6,8
76,125,2.3,6,8
76,146,2.3,6,8
76,147,2.3,6,8
76,162,2.3,6,8
76,163,2.3,6,8
76,16,2.4,6,9
76,17,2.4,6,9
76,38,2.4,6,9
76,39,2.3,6,9
76,60,2.3,6,9
76,61,2.3,6,9
76,82,2.3,6,9
76,83,2.3,6,9
76,104,2.4,6,9
76,105,2.4,6,9
76,126,2.3,6,9
76,127,2.3,6,9
76,148,2.3,6,9
76,149,2.3,6,9
76,164,2.3,6,9
76,165,2.3,6,9
76,18,2.4,6,10
76,19,2.4,6,10
76,40,2.3,6,10
76,41,2.3,6,10
76,62,2.3,6,10
76,63,2.3,6,10
76,84,2.3,6,10
76,85,2.3,6,10
76,106,2.4,6,10
76,107,2.3,6,10
76,128,2.3,6,10
76,129,2.3,6,10
76,150,2.3,6,10
76,151,2.3,6,10
76,166,2.3,6,10
76,167,2.3,6,10
76,20,2.3,6,0
76,21,2.3,6,0
76,42,2.3,6,0
76,43,2.3,6,0
76,64,2.3,6,0
76,65,2.3,6,0
76,86,2.3,6,0
76,87,2.3,6,0
76,108,2.3,6,0
76,109,2.3,6,0
76,130,2.3,6,0
76,131,2.3,6,0
76,152,2.3,6,0
76,153,2.3,6,0
76,168,2.3,6,0
76,169,2.3,6,0
77,0,2.3,6,1
77,1,2.3,6,1
77,22,2.3,6,1
77,23,2.3,6,1
77,44,2.3,6,1
77,45,2.3,6,1
77,66,2.3,6,1
77,67,2.3,6,1
77,88,2.3,6,1
77,89,2.3,6,1
77,110,2.3,6,1
77,111,2.3,6,1
77,132,2.3,6,1
77,133,2.3,6,1
77,2,2.4,6,2
77,3,2.4,6,2
77,24,2.4,6,2
77,25,2.4,6,2
77,46,2.3,6,2
77,47,2.3,6,2
77,68,2.3,6,2
77,69,2.3,6,2
77,90,2.3,6,2
77,91,2.3,6,2
77,112,2.3,6,2
77,113,2.3,6,2
77,134,2.3,6,2
77,135,2.3,6,2
77,4,2.4,6,3
77,5,2.4,6,3
77,26,2.4,6,3
77,27,2.4,6,3
77,48,2.3,6,3
77,49,2.3,6,3
77,70,2.3,6,3
77,71,2.3,6,3
77,92,2.3,6,3
77,93,2.4,6,3
77,114,2.3,6,3
77,115,2.3,6,3
77,136,2.3,6,3
77,137,2.3,6,3
77,6,2.3,6,4
77,7,2.4,6,4
77,28,2.3,6,4
77,29,2.3,6,4
77,50,2.3,6,4
77,51,2.3,6,4
77,72,2.3,6,4
77,73,2.3,6,4
77,94,2.3,6,4
77,95,2.3,6,4
77,116,2.3,6,4
77,117,2.3,6,4
77,138,2.3,6,4
77,139,2.3,6,4
77,154,2.3,6,4
77,155,2.3,6,4
77,8,2.3,6,5
77,9,2.3,6,5
77,30,2.3,6,5
77,31,2.3,6,5
77,52,2.3,6,5
77,53,2.3,6,5
77,74,2.3,6,5
77,75,2.3,6,5
77,96,2.3,6,5
77,97,2.3,6,5
77,118,2.3,6,5
77,119,2.3,6,5
77,140,2.3,6,5
77,141,2.3,6,5
77,156,2.3,6,5
77,157,2.3,6,5
77,10,2.3,6,6
77,11,2.3,6,6
77,32,2.3,6,6
77,33,2.3,6,6
77,54,2.3,6,6
77,55,2.3,6,6
77,76,2.3,6,6
77,77,0.0,6,6
77,98,2.3,6,6
77,99,2.3,6,6
77,120,2.3,6,6
77,121,2.3,6,6
77,142,2.3,6,6
77,143,2.3,6,6
77,158,2.3,6,6
77,159,2.3,6,6
77,12,2.4,6,7
77,13,2.3,6,7
77,34,2.3,6,7
77,35,2.3,6,7
77,56,2.3,6,7
77,57,2.3,6,7
77,78,2.3,6,7
77,79,2.3,6,7
77,100,2.3,6,7
77,101,2.3,6,7
77,122,2.3,6,7
77,123,2.3,6,7
77,144,2.3,6,7
77,145,2.3,6,7
77,160,2.3,6,7
77,161,2.3,6,7
77,14,2.4,6,8
77,15,2.4,6,8
77,36,2.4,6,8
77,37,2.3,6,8
77,58,2.3,6,8
77,59,2.3,6,8
77,80,2.3,6,8
77,81,2.3,6,8
77,102,2.4,6,8
77,103,2.4,6,8
77,124,2.3,6,8
77,125,2.3,6,8
77,146,2.3,6,8
77,147,2.3,6,8
77,162,2.3,6,8
77,163,2.3,6,8
77,16,2.4,6,9
77,17,2.4,6,9
77,38,2.3,6,9
77,39,2.3,6,9
77,60,2.3,6,9
77,61,2.3,6,9
77,82,2.3,6,9
77,83,2.3,6,9
77,104,2.4,6,9
77,105,2.4,6,9
77,126,2.3,6,9
77,127,2.3,6,9
77,148,2.3,6,9
77,149,2.3,6,9
77,164,2.3,6,9
77,165,2.3,6,9
77,18,2.4,6,10
77,19,2.4,6,10
77,40,2.3,6,10
77,41,2.3,6,10
77,62,2.3,6,10
77,63,2.3,6,10
77,84,2.3,6,10
77,85,2.3,6,10
77,106,2.3,6,10
77,107,2.3,6,10
77,128,2.3,6,10
77,129,2.3,6,10
77,150,2.3,6,10
77,151,2.3,6,10
77,166,2.3,6,10
77,167,2.3,6,10
77,20,2.3,6,0
77,21,2.3,6,0
77,42,2.3,6,0
77,43,2.3,6,0
77,64,2.3,6,0
77,65,2.3,6,0
77,86,2.3,6,0
77,87,2.3,6,0
77,108,2.3,6,0
77,109,2.3,6,0
77,130,2.3,6,0
77,131,2.3,6,0
77,152,2.3,6,0
77,153,2.3,6,0
77,168,2.3,6,0
77,169,2.3,6,0
98,0,2.4,6,1
98,1,2.4,6,1
98,22,2.4,6,1
98,23,2.4,6,1
98,44,2.4,6,1
98,45,2.4,6,1
98,66,2.3,6,1
98,67,2.3,6,1
98,88,2.4,6,1
98,89,2.4,6,1
98,110,2.3,6,1
98,111,2.3,6,1
98,132,2.3,6,1
98,133,2.3,6,1
98,2,2.4,6,2
98,3,2.4,6,2
98,24,2.4,6,2
98,25,2.4,6,2
98,46,2.4,6,2
98,47,2.4,6,2
98,68,2.4,6,2
98,69,2.3,6,2
98,90,2.4,6,2
98,91,2.4,6,2
98,112,2.4,6,2
98,113,2.4,6,2
98,134,2.3,6,2
98,135,2.3,6,2
98,4,2.4,6,3
98,5,2.4,6,3
98,26,2.4,6,3
98,27,2.4,6,3
98,48,2.4,6,3
98,49,2.4,6,3
98,70,2.4,6,3
98,71,2.3,6,3
98,92,2.4,6,3
98,93,2.4,6,3
98,114,2.4,6,3
98,115,2.4,6,3
98,136,2.3,6,3
98,137,2.4,6,3
98,6,2.4,6,4
98,7,2.4,6,4
98,28,2.4,6,4
98,29,2.4,6,4
98,50,2.3,6,4
98,51,2.3,6,4
98,72,2.3,6,4
98,73,2.3,6,4
98,94,2.4,6,4
98,95,2.4,6,4
98,116,2.4,6,4
98,117,2.4,6,4
98,138,2.3,6,4
98,139,2.3,6,4
98,154,2.3,6,4
98,155,2.3,6,4
98,8,2.4,6,5
98,9,2.4,6,5
98,30,2.3,6,5
98,31,2.3,6,5
98,52,2.3,6,5
98,53,2.3,6,5
98,74,2.3,6,5
98,75,2.3,6,5
98,96,2.3,6,5
98,97,2.4,6,5
98,118,2.3,6,5
98,119,2.3,6,5
98,140,2.3,6,5
98,141,2.3,6,5
98,156,2.3,6,5
98,157,2.3,6,5
98,10,2.4,6,6
98,11,2.4,6,6
98,32,2.4,6,6
98,33,2.4,6,6
98,54,2.3,6,6
98,55,2.3,6,6
98,76,2.3,6,6
98,77,2.3,6,6
98,98,0.0,6,6
98,99,2.4,6,6
98,120,2.3,6,6
98,121,2.3,6,6
98,142,2.3,6,6
98,143,2.3,6,6
98,158,2.3,6,6
98,159,2.3,6,6
98,12,2.4,6,7
98,13,2.4,6,7
98,34,2.4,6,7
98,35,2.4,6,7
98,56,2.4,6,7
98,57,2.4,6,7
98,78,2.3,6,7
98,79,2.3,6,7
98,100,2.4,6,7
98,101,2.4,6,7
98,122,2.4,6,7
98,123,2.4,6,7
98,144,2.3,6,7
98,145,2.3,6,7
98,160,2.3,6,7
98,161,2.3,6,7
98,14,2.4,6,8
98,15,2.4,6,8
98,36,2.4,6,8
98,37,2.4,6,8
98,58,2.4,6,8
98,59,2.4,6,8
98,80,2.4,6,8
98,81,2.3,6,8
98,102,2.4,6,8
98,103,2.4,6,8
98,124,2.4,6,8
98,125,2.4,6,8
98,146,2.4,6,8
98,147,2.4,6,8
98,162,2.4,6,8
98,163,2.3,6,8
98,16,2.4,6,9
98,17,2.4,6,9
98,38,2.4,6,9
98,39,2.4,6,9
98,60,2.4,6,9
98,61,2.4,6,9
98,82,2.3,6,9
98,83,2.4,6,9
98,104,2.4,6,9
98,105,2.4,6,9
98,126,2.4,6,9
98,127,2.4,6,9
98,148,2.4,6,9
98,149,2.4,6,9
98,164,2.3,6,9
98,165,2.3,6,9
98,18,2.4,6,10
98,19,2.4,6,10
98,40,2.4,6,10
98,41,2.4,6,10
98,62,2.3,6,10
98,63,2.3,6,10
98,84,2.3,6,10
98,85,2.3,6,10
98,106,2.4,6,10
98,107,2.4,6,10
98,128,2.4,6,10
98,129,2.4,6,10
98,150,2.3,6,10
98,151,2.4,6,10
98,166,2.3,6,10
98,167,2.3,6,10
98,20,2.4,6,0
98,21,2.4,6,0
98,42,2.3,6,0
98,43,2.4,6,0
98,64,2.3,6,0
98,65,2.3,6,0
98,86,2.3,6,0
98,87,2.3,6,0
98,108,2.4,6,0
98,109,2.4,6,0
98,130,2.3,6,0
98,131,2.3,6,0
98,152,2.3,6,0
98,153,2.3,6,0
98,168,2.3,6,0
98,169,2.3,6,0
99,0,2.4,6,1
99,1,2.4,6,1
99,22,2.4,6,1
99,23,2.4,6,1
99,44,2.4,6,1
99,45,2.4,6,1
99,66,2.4,6,1
99,67,2.3,6,1
99,88,2.4,6,1
99,89,2.4,6,1
99,110,2.3,6,1
99,111,2.4,6,1
99,132,2.3,6,1
99,133,2.3,6,1
99,2,2.4,6,2
99,3,2.4,6,2
99,24,2.4,6,2
99,25,2.4,6,2
99,46,2.4,6,2
99,47,2.4,6,2
99,68,2.4,6,2
99,69,2.4,6,2
99,90,2.4,6,2
99,91,2.4,6,2
99,112,2.4,6,2
99,113,2.4,6,2
99,134,2.4,6,2
99,135,2.4,6,2
99,4,2.4,6,3
99,5,2.4,6,3
99,26,2.4,6,3
99,27,2.4,6,3
99,48,2.4,6,3
99,49,2.4,6,3
99,70,2.4,6,3
99,71,2.4,6,3
99,92,2.4,6,3
99,93,2.4,6,3
99,114,2.4,6,3
99,115,2.4,6,3
99,136,2.4,6,3
99,137,2.4,6,3
99,6,2.4,6,4
99,7,2.4,6,4
99,28,2.4,6,4
99,29,2.4,6,4
99,50,2.4,6,4
99,51,2.4,6,4
99,72,2.3,6,4
99,73,2.3,6,4
99,94,2.4,6,4
99,95,2.4,6,4
99,116,2.4,6,4
99,117,2.4,6,4
99,138,2.4,6,4
99,139,2.4,6,4
99,154,2.3,6,4
99,155,2.3,6,4
99,8,2.4,6,5
99,9,2.4,6,5
99,30,2.4,6,5
99,31,2.4,6,5
99,52,2.3,6,5
99,53,2.3,6,5
99,74,2.3,6,5
99,75,2.3,6,5
99,96,2.4,6,5
99,97,2.4,6,5
99,118,2.4,6,5
99,119,2.4,6,5
99,140,2.3,6,5
99,141,2.3,6,5
99,156,2.3,6,5
99,157,2.3,6,5
99,10,2.4,6,6
99,11,2.4,6,6
99,32,2.4,6,6
99,33,2.4,6,6
99,54,2.3,6,6
99,55,2.3,6,6
99,76,2.3,6,6
99,77,2.3,6,6
99,98,2.4,6,6
99,99,0.0,6,6
99,120,2.3,6,6
99,121,2.4,6,6
99,142,2.3,6,6
99,143,2.3,6,6
99,158,2.3,6,6
99,159,2.3,6,6
99,12,2.4,6,7
99,13,2.4,6,7
99,34,2.4,6,7
99,35,2.4,6,7
99,56,2.4,6,7
99,57,2.4,6,7
99,78,2.3,6,7
99,79,2.3,6,7
99,100,2.4,6,7
99,101,2.4,6,7
99,122,2.4,6,7
