PairID,Mode,Family,AType,BType,SparseVariant,Satfinite,Scale,M,N,K,AElements,BElements,CElements,SemanticK,DenseBaseK,DenseInstructionsPerPacket,SparseInstructionsPerPacket,WorkloadPackets,Iterations,Unroll,Warps,WarmupLaunches,DenseBuildStatus,DenseRunStatus,SparseBuildStatus,SparseRunStatus,DenseCycles,DenseCyclesPerPacket,DenseCyclesPerWorkload,DenseWorkloadOpsPerCycle,SparseCycles,SparseCyclesPerPacket,SparseCyclesPerWorkload,SparseWorkloadOpsPerCycle,SparseOverDenseWorkloadSpeedup,SparseOverDenseWorkloadCycleRatio,DenseNotes,SparseNotes
latency:fp8:e4m3xe5m2:m128n128k512:ordered:nosat,latency,fp8,e4m3,e5m2,ordered,nosat,8,128,128,512,65536,65536,16384,64,32,2,1,1024,4,1,864,3,ok,ok,ok,ok,526249,128.478760,131562.250000,127.523000,262751,64.148193,65687.750000,255.409000,2.002847,0.499290,,
latency:fp8:e4m3xe5m2:m256n256k1024:ordered:nosat,latency,fp8,e4m3,e5m2,ordered,nosat,16,256,256,1024,262144,262144,65536,64,32,2,1,8192,1,1,864,3,ok,ok,ok,ok,1049946,128.167236,1049946.000000,127.833000,525123,64.101929,525123.000000,255.593000,1.999429,0.500143,,
latency:fp8:e4m3xe5m2:m512n512k2048:ordered:nosat,latency,fp8,e4m3,e5m2,ordered,nosat,32,512,512,2048,1048576,1048576,262144,64,32,2,1,65536,1,1,864,3,ok,ok,ok,ok,10831250,165.271759,10831250.000000,99.134000,4198723,64.067429,4198723.000000,255.731000,2.579650,0.387649,,
latency:fp8:e5m2xe4m3:m16n16k64:ordered:nosat,latency,fp8,e5m2,e4m3,ordered,nosat,1,16,16,64,1024,1024,256,64,32,2,1,2,2048,1,864,3,ok,ok,ok,ok,541427,132.184326,264.368652,123.948000,275972,67.375977,134.751953,243.173000,1.961895,0.509712,,
latency:fp8:e5m2xe4m3:m32n32k128:ordered:nosat,latency,fp8,e5m2,e4m3,ordered,nosat,2,32,32,128,4096,4096,1024,64,32,2,1,16,256,1,864,3,ok,ok,ok,ok,525452,128.284180,2052.546875,127.716000,264277,64.520752,1032.332031,253.934000,1.988271,0.502952,,
latency:fp8:e5m2xe4m3:m64n64k256:ordered:nosat,latency,fp8,e5m2,e4m3,ordered,nosat,4,64,64,256,16384,16384,4096,64,32,2,1,128,32,1,864,3,ok,ok,ok,ok,525197,128.221924,16412.406250,127.778000,262685,64.132080,8208.906250,255.473000,1.999350,0.500165,,
latency:fp8:e5m2xe4m3:m128n128k512:ordered:nosat,latency,fp8,e5m2,e4m3,ordered,nosat,8,128,128,512,65536,65536,16384,64,32,2,1,1024,4,1,864,3,ok,ok,ok,ok,526223,128.472412,131555.750000,127.529000,262811,64.162842,65702.750000,255.350000,2.002290,0.499429,,
latency:fp8:e5m2xe4m3:m256n256k1024:ordered:nosat,latency,fp8,e5m2,e4m3,ordered,nosat,16,256,256,1024,262144,262144,65536,64,32,2,1,8192,1,1,864,3,ok,ok,ok,ok,1049912,128.163086,1049912.000000,127.837000,525199,64.111206,525199.000000,255.556000,1.999077,0.500231,,
latency:fp8:e5m2xe4m3:m512n512k2048:ordered:nosat,latency,fp8,e5m2,e4m3,ordered,nosat,32,512,512,2048,1048576,1048576,262144,64,32,2,1,65536,1,1,864,3,ok,ok,ok,ok,10142345,154.759903,10142345.000000,105.867000,4198726,64.067474,4198726.000000,255.730000,2.415578,0.413980,,
latency:fp8:e5m2xe5m2:m16n16k64:ordered:nosat,latency,fp8,e5m2,e5m2,ordered,nosat,1,16,16,64,1024,1024,256,64,32,2,1,2,2048,1,864,3,ok,ok,ok,ok,541464,132.193359,264.386719,123.940000,275970,67.375488,134.750977,243.174000,1.962030,0.509674,,
latency:fp8:e5m2xe5m2:m32n32k128:ordered:nosat,latency,fp8,e5m2,e5m2,ordered,nosat,2,32,32,128,4096,4096,1024,64,32,2,1,16,256,1,864,3,ok,ok,ok,ok,525455,128.284912,2052.558594,127.716000,264399,64.550537,1032.808594,253.817000,1.987355,0.503181,,
latency:fp8:e5m2xe5m2:m64n64k256:ordered:nosat,latency,fp8,e5m2,e5m2,ordered,nosat,4,64,64,256,16384,16384,4096,64,32,2,1,128,32,1,864,3,ok,ok,ok,ok,525073,128.191650,16408.531250,127.809000,262862,64.175293,8214.437500,255.301000,1.997520,0.500620,,
latency:fp8:e5m2xe5m2:m128n128k512:ordered:nosat,latency,fp8,e5m2,e5m2,ordered,nosat,8,128,128,512,65536,65536,16384,64,32,2,1,1024,4,1,864,3,ok,ok,ok,ok,526043,128.428467,131510.750000,127.573000,262750,64.147949,65687.500000,255.410000,2.002069,0.499484,,
latency:fp8:e5m2xe5m2:m256n256k1024:ordered:nosat,latency,fp8,e5m2,e5m2,ordered,nosat,16,256,256,1024,262144,262144,65536,64,32,2,1,8192,1,1,864,3,ok,ok,ok,ok,1049938,128.166260,1049938.000000,127.834000,525122,64.101807,525122.000000,255.593000,1.999413,0.500146,,
latency:fp8:e5m2xe5m2:m512n512k2048:ordered:nosat,latency,fp8,e5m2,e5m2,ordered,nosat,32,512,512,2048,1048576,1048576,262144,64,32,2,1,65536,1,1,864,3,ok,ok,ok,ok,8397111,128.129745,8397111.000000,127.870000,4198723,64.067429,4198723.000000,255.731000,1.999930,0.500020,,
latency:int8:u8xu8:m16n16k64:ordered:nosat,latency,int8,u8,u8,ordered,nosat,1,16,16,64,1024,1024,256,64,32,2,1,2,2048,1,864,3,ok,ok,ok,ok,363495,88.743896,177.487793,184.621000,225589,55.075439,110.150879,297.483000,1.611317,0.620611,,
latency:int8:u8xu8:m32n32k128:ordered:nosat,latency,int8,u8,u8,ordered,nosat,2,32,32,128,4096,4096,1024,64,32,2,1,16,256,1,864,3,ok,ok,ok,ok,289594,70.701660,1131.226562,231.734000,150216,36.673828,586.781250,446.749000,1.927853,0.518712,,
latency:int8:u8xu8:m64n64k256:ordered:nosat,latency,int8,u8,u8,ordered,nosat,4,64,64,256,16384,16384,4096,64,32,2,1,128,32,1,864,3,ok,ok,ok,ok,280037,68.368408,8751.156250,239.643000,140727,34.357178,4397.718750,476.873000,1.989931,0.502530,,
latency:int8:u8xu8:m128n128k512:ordered:nosat,latency,int8,u8,u8,ordered,nosat,8,128,128,512,65536,65536,16384,64,32,2,1,1024,4,1,864,3,ok,ok,ok,ok,279010,68.117676,69752.500000,240.525000,139974,34.173340,34993.500000,479.438000,1.993298,0.501681,,
latency:int8:u8xu8:m256n256k1024:ordered:nosat,latency,int8,u8,u8,ordered,nosat,16,256,256,1024,262144,262144,65536,64,32,2,1,8192,1,1,864,3,ok,ok,ok,ok,557454,68.048584,557454.000000,240.769000,278924,34.048340,278924.000000,481.198000,1.998588,0.500353,,
latency:int8:u8xu8:m512n512k2048:ordered:nosat,latency,int8,u8,u8,ordered,nosat,32,512,512,2048,1048576,1048576,262144,64,32,2,1,65536,1,1,864,3,ok,ok,ok,ok,4456806,68.005463,4456806.000000,240.922000,2228584,34.005493,2228584.000000,481.805000,1.999838,0.500041,,
latency:int8:u8xu8:m16n16k64:ordered:sat,latency,int8,u8,u8,ordered,satfinite,1,16,16,64,1024,1024,256,64,32,2,1,2,2048,1,864,3,ok,ok,ok,ok,363497,88.744385,177.488770,184.620000,225591,55.075928,110.151855,297.480000,1.611310,0.620613,,
latency:int8:u8xu8:m32n32k128:ordered:sat,latency,int8,u8,u8,ordered,satfinite,2,32,32,128,4096,4096,1024,64,32,2,1,16,256,1,864,3,ok,ok,ok,ok,289711,70.730225,1131.683594,231.641000,150163,36.660889,586.574219,446.907000,1.929309,0.518320,,
latency:int8:u8xu8:m64n64k256:ordered:sat,latency,int8,u8,u8,ordered,satfinite,4,64,64,256,16384,16384,4096,64,32,2,1,128,32,1,864,3,ok,ok,ok,ok,280621,68.510986,8769.406250,239.144000,140889,34.396729,4402.781250,476.324000,1.991787,0.502061,,
latency:int8:u8xu8:m128n128k512:ordered:sat,latency,int8,u8,u8,ordered,satfinite,8,128,128,512,65536,65536,16384,64,32,2,1,1024,4,1,864,3,ok,ok,ok,ok,279011,68.117920,69752.750000,240.524000,139746,34.117676,34936.500000,480.220000,1.996558,0.500862,,
latency:int8:u8xu8:m256n256k1024:ordered:sat,latency,int8,u8,u8,ordered,satfinite,16,256,256,1024,262144,262144,65536,64,32,2,1,8192,1,1,864,3,ok,ok,ok,ok,557766,68.086670,557766.000000,240.634000,278889,34.044067,278889.000000,481.259000,1.999963,0.500011,,
latency:int8:u8xu8:m512n512k2048:ordered:sat,latency,int8,u8,u8,ordered,satfinite,32,512,512,2048,1048576,1048576,262144,64,32,2,1,65536,1,1,864,3,ok,ok,ok,ok,4456807,68.005478,4456807.000000,240.922000,2228382,34.002411,2228382.000000,481.848000,2.000017,0.499995,,
latency:int8:u8xs8:m16n16k64:ordered:nosat,latency,int8,u8,s8,ordered,nosat,1,16,16,64,1024,1024,256,64,32,2,1,2,2048,1,864,3,ok,ok,ok,ok,363494,88.743652,177.487305,184.622000,225957,55.165283,110.330566,296.998000,1.608682,0.621625,,
latency:int8:u8xs8:m32n32k128:ordered:nosat,latency,int8,u8,s8,ordered,nosat,2,32,32,128,4096,4096,1024,64,32,2,1,16,256,1,864,3,ok,ok,ok,ok,289595,70.701904,1131.230469,231.734000,150157,36.659424,586.550781,446.925000,1.928612,0.518507,,
latency:int8:u8xs8:m64n64k256:ordered:nosat,latency,int8,u8,s8,ordered,nosat,4,64,64,256,16384,16384,4096,64,32,2,1,128,32,1,864,3,ok,ok,ok,ok,280168,68.400391,8755.250000,239.531000,140894,34.397949,4402.937500,476.307000,1.988498,0.502891,,
latency:int8:u8xs8:m128n128k512:ordered:nosat,latency,int8,u8,s8,ordered,nosat,8,128,128,512,65536,65536,16384,64,32,2,1,1024,4,1,864,3,ok,ok,ok,ok,279011,68.117920,69752.750000,240.524000,139744,34.117188,34936.000000,480.227000,1.996587,0.500855,,
latency:int8:u8xs8:m256n256k1024:ordered:nosat,latency,int8,u8,s8,ordered,nosat,16,256,256,1024,262144,262144,65536,64,32,2,1,8192,1,1,864,3,ok,ok,ok,ok,557433,68.046021,557433.000000,240.778000,278886,34.043701,278886.000000,481.264000,1.998787,0.500304,,
latency:int8:u8xs8:m512n512k2048:ordered:nosat,latency,int8,u8,s8,ordered,nosat,32,512,512,2048,1048576,1048576,262144,64,32,2,1,65536,1,1,864,3,ok,ok,ok,ok,4456809,68.005508,4456809.000000,240.922000,2228580,34.005432,2228580.000000,481.805000,1.999838,0.500039,,
latency:int8:u8xs8:m16n16k64:ordered:sat,latency,int8,u8,s8,ordered,satfinite,1,16,16,64,1024,1024,256,64,32,2,1,2,2048,1,864,3,ok,ok,ok,ok,363494,88.743652,177.487305,184.622000,225589,55.075439,110.150879,297.483000,1.611309,0.620613,,
latency:int8:u8xs8:m32n32k128:ordered:sat,latency,int8,u8,s8,ordered,satfinite,2,32,32,128,4096,4096,1024,64,32,2,1,16,256,1,864,3,ok,ok,ok,ok,289597,70.702393,1131.238281,231.732000,150194,36.668457,586.695312,446.815000,1.928154,0.518631,,
latency:int8:u8xs8:m64n64k256:ordered:sat,latency,int8,u8,s8,ordered,satfinite,4,64,64,256,16384,16384,4096,64,32,2,1,128,32,1,864,3,ok,ok,ok,ok,280167,68.400146,8755.218750,239.532000,140911,34.402100,4403.468750,476.250000,1.988252,0.502954,,
latency:int8:u8xs8:m128n128k512:ordered:sat,latency,int8,u8,s8,ordered,satfinite,8,128,128,512,65536,65536,16384,64,32,2,1,1024,4,1,864,3,ok,ok,ok,ok,279084,68.135742,69771.000000,240.461000,139781,34.126221,34945.250000,480.100000,1.996582,0.500856,,
latency:int8:u8xs8:m256n256k1024:ordered:sat,latency,int8,u8,s8,ordered,satfinite,16,256,256,1024,262144,262144,65536,64,32,2,1,8192,1,1,864,3,ok,ok,ok,ok,557417,68.044067,557417.000000,240.785000,278961,34.052856,278961.000000,481.134000,1.998189,0.500453,,
latency:int8:u8xs8:m512n512k2048:ordered:sat,latency,int8,u8,s8,ordered,satfinite,32,512,512,2048,1048576,1048576,262144,64,32,2,1,65536,1,1,864,3,ok,ok,ok,ok,4456808,68.005493,4456808.000000,240.922000,2228584,34.005493,2228584.000000,481.805000,1.999838,0.500040,,
latency:int8:s8xu8:m16n16k64:ordered:nosat,latency,int8,s8,u8,ordered,nosat,1,16,16,64,1024,1024,256,64,32,2,1,2,2048,1,864,3,ok,ok,ok,ok,363500,88.745117,177.490234,184.619000,225592,55.076172,110.152344,297.479000,1.611313,0.620611,,
latency:int8:s8xu8:m32n32k128:ordered:nosat,latency,int8,s8,u8,ordered,nosat,2,32,32,128,4096,4096,1024,64,32,2,1,16,256,1,864,3,ok,ok,ok,ok,289594,70.701660,1131.226562,231.734000,150159,36.659912,586.558594,446.919000,1.928586,0.518516,,
latency:int8:s8xu8:m64n64k256:ordered:nosat,latency,int8,s8,u8,ordered,nosat,4,64,64,256,16384,16384,4096,64,32,2,1,128,32,1,864,3,ok,ok,ok,ok,280165,68.399658,8755.156250,239.533000,140896,34.398438,4403.000000,476.301000,1.988457,0.502904,,
latency:int8:s8xu8:m128n128k512:ordered:nosat,latency,int8,s8,u8,ordered,nosat,8,128,128,512,65536,65536,16384,64,32,2,1,1024,4,1,864,3,ok,ok,ok,ok,278892,68.088867,69723.000000,240.627000,139788,34.127930,34947.000000,480.076000,1.995104,0.501226,,
latency:int8:s8xu8:m256n256k1024:ordered:nosat,latency,int8,s8,u8,ordered,nosat,16,256,256,1024,262144,262144,65536,64,32,2,1,8192,1,1,864,3,ok,ok,ok,ok,557418,68.044189,557418.000000,240.785000,278887,34.043823,278887.000000,481.262000,1.998721,0.500319,,
latency:int8:s8xu8:m512n512k2048:ordered:nosat,latency,int8,s8,u8,ordered,nosat,32,512,512,2048,1048576,1048576,262144,64,32,2,1,65536,1,1,864,3,ok,ok,ok,ok,4456809,68.005508,4456809.000000,240.922000,2228587,34.005539,2228587.000000,481.804000,1.999834,0.500041,,
latency:int8:s8xu8:m16n16k64:ordered:sat,latency,int8,s8,u8,ordered,satfinite,1,16,16,64,1024,1024,256,64,32,2,1,2,2048,1,864,3,ok,ok,ok,ok,363496,88.744141,177.488281,184.621000,225590,55.075684,110.151367,297.482000,1.611312,0.620612,,
latency:int8:s8xu8:m32n32k128:ordered:sat,latency,int8,s8,u8,ordered,satfinite,2,32,32,128,4096,4096,1024,64,32,2,1,16,256,1,864,3,ok,ok,ok,ok,289594,70.701660,1131.226562,231.734000,150158,36.659668,586.554688,446.922000,1.928599,0.518512,,
latency:int8:s8xu8:m64n64k256:ordered:sat,latency,int8,s8,u8,ordered,satfinite,4,64,64,256,16384,16384,4096,64,32,2,1,128,32,1,864,3,ok,ok,ok,ok,280164,68.399414,8755.125000,239.534000,140895,34.398193,4402.968750,476.304000,1.988461,0.502902,,
latency:int8:s8xu8:m128n128k512:ordered:sat,latency,int8,s8,u8,ordered,satfinite,8,128,128,512,65536,65536,16384,64,32,2,1,1024,4,1,864,3,ok,ok,ok,ok,279660,68.276367,69915.000000,239.966000,139751,34.118896,34937.750000,480.203000,2.001129,0.499718,,
latency:int8:s8xu8:m256n256k1024:ordered:sat,latency,int8,s8,u8,ordered,satfinite,16,256,256,1024,262144,262144,65536,64,32,2,1,8192,1,1,864,3,ok,ok,ok,ok,557237,68.022095,557237.000000,240.863000,278843,34.038452,278843.000000,481.338000,1.998389,0.500403,,
latency:int8:s8xu8:m512n512k2048:ordered:sat,latency,int8,s8,u8,ordered,satfinite,32,512,512,2048,1048576,1048576,262144,64,32,2,1,65536,1,1,864,3,ok,ok,ok,ok,4456808,68.005493,4456808.000000,240.922000,2228581,34.005447,2228581.000000,481.805000,1.999838,0.500040,,
latency:int8:s8xs8:m16n16k64:ordered:nosat,latency,int8,s8,s8,ordered,nosat,1,16,16,64,1024,1024,256,64,32,2,1,2,2048,1,864,3,ok,ok,ok,ok,363492,88.743164,177.486328,184.623000,225682,55.098145,110.196289,297.360000,1.610634,0.620872,,
latency:int8:s8xs8:m32n32k128:ordered:nosat,latency,int8,s8,s8,ordered,nosat,2,32,32,128,4096,4096,1024,64,32,2,1,16,256,1,864,3,ok,ok,ok,ok,289598,70.702637,1131.242188,231.731000,150158,36.659668,586.554688,446.922000,1.928624,0.518505,,
latency:int8:s8xs8:m64n64k256:ordered:nosat,latency,int8,s8,s8,ordered,nosat,4,64,64,256,16384,16384,4096,64,32,2,1,128,32,1,864,3,ok,ok,ok,ok,280198,68.407715,8756.187500,239.505000,140891,34.397217,4402.843750,476.318000,1.988760,0.502827,,
latency:int8:s8xs8:m128n128k512:ordered:nosat,latency,int8,s8,s8,ordered,nosat,8,128,128,512,65536,65536,16384,64,32,2,1,1024,4,1,864,3,ok,ok,ok,ok,279026,68.121582,69756.500000,240.511000,139948,34.166992,34987.000000,479.527000,1.993784,0.501559,,
latency:int8:s8xs8:m256n256k1024:ordered:nosat,latency,int8,s8,s8,ordered,nosat,16,256,256,1024,262144,262144,65536,64,32,2,1,8192,1,1,864,3,ok,ok,ok,ok,557421,68.044556,557421.000000,240.783000,278686,34.019287,278686.000000,481.609000,2.000179,0.499956,,
latency:int8:s8xs8:m512n512k2048:ordered:nosat,latency,int8,s8,s8,ordered,nosat,32,512,512,2048,1048576,1048576,262144,64,32,2,1,65536,1,1,864,3,ok,ok,ok,ok,4456807,68.005478,4456807.000000,240.922000,2228587,34.005539,2228587.000000,481.804000,1.999834,0.500041,,
latency:int8:s8xs8:m16n16k64:ordered:sat,latency,int8,s8,s8,ordered,satfinite,1,16,16,64,1024,1024,256,64,32,2,1,2,2048,1,864,3,ok,ok,ok,ok,363495,88.743896,177.487793,184.621000,225591,55.075928,110.151855,297.480000,1.611301,0.620617,,
latency:int8:s8xs8:m32n32k128:ordered:sat,latency,int8,s8,s8,ordered,satfinite,2,32,32,128,4096,4096,1024,64,32,2,1,16,256,1,864,3,ok,ok,ok,ok,289633,70.711182,1131.378906,231.703000,150158,36.659668,586.554688,446.922000,1.928857,0.518442,,
latency:int8:s8xs8:m64n64k256:ordered:sat,latency,int8,s8,s8,ordered,satfinite,4,64,64,256,16384,16384,4096,64,32,2,1,128,32,1,864,3,ok,ok,ok,ok,280166,68.399902,8755.187500,239.533000,140934,34.407715,4404.187500,476.172000,1.987918,0.503037,,
latency:int8:s8xs8:m128n128k512:ordered:sat,latency,int8,s8,s8,ordered,satfinite,8,128,128,512,65536,65536,16384,64,32,2,1,1024,4,1,864,3,ok,ok,ok,ok,279006,68.116699,69751.500000,240.528000,139749,34.118408,34937.250000,480.210000,1.996483,0.500882,,
latency:int8:s8xs8:m256n256k1024:ordered:sat,latency,int8,s8,s8,ordered,satfinite,16,256,256,1024,262144,262144,65536,64,32,2,1,8192,1,1,864,3,ok,ok,ok,ok,557414,68.043701,557414.000000,240.786000,278888,34.043945,278888.000000,481.260000,1.998704,0.500325,,
latency:int8:s8xs8:m512n512k2048:ordered:sat,latency,int8,s8,s8,ordered,satfinite,32,512,512,2048,1048576,1048576,262144,64,32,2,1,65536,1,1,864,3,ok,ok,ok,ok,4456812,68.005554,4456812.000000,240.921000,2228620,34.006042,2228620.000000,481.797000,1.999813,0.500048,,
latency:int4:u4xu4:m16n16k128:ordered:nosat,latency,int4,u4,u4,ordered,nosat,1,16,16,128,2048,2048,256,128,64,2,1,2,2048,1,864,3,ok,ok,ok,ok,1450314,354.080566,708.161133,92.544000,3632664,886.880859,1773.761719,36.947000,0.399237,2.504743,,
latency:int4:u4xu4:m32n32k256:ordered:nosat,latency,int4,u4,u4,ordered,nosat,2,32,32,256,8192,8192,1024,128,64,2,1,16,256,1,864,3,ok,ok,ok,ok,1371518,334.843262,5357.492188,97.861000,3570135,871.614990,13945.839844,37.595000,0.384167,2.603054,,
latency:int4:u4xu4:m64n64k512:ordered:nosat,latency,int4,u4,u4,ordered,nosat,4,64,64,512,32768,32768,4096,128,64,2,1,128,32,1,864,3,ok,ok,ok,ok,1361991,332.517334,42562.218750,98.545000,3563439,869.980225,111357.468750,37.665000,0.382211,2.616345,,
latency:int4:u4xu4:m128n128k1024:ordered:nosat,latency,int4,u4,u4,ordered,nosat,8,128,128,1024,131072,131072,16384,128,64,2,1,1024,4,1,864,3,ok,ok,ok,ok,1364509,333.132080,341127.250000,98.363000,3590328,876.544922,897582.000000,37.383000,0.380051,2.631223,,
latency:int4:u4xu4:m256n256k2048:ordered:nosat,latency,int4,u4,u4,ordered,nosat,16,256,256,2048,524288,524288,65536,128,64,2,1,8192,1,1,864,3,ok,ok,ok,ok,2752875,336.044312,2752875.000000,97.511000,7463353,911.053833,7463353.000000,35.967000,0.368851,2.711112,,
latency:int4:u4xu4:m512n512k4096:ordered:nosat,latency,int4,u4,u4,ordered,nosat,32,512,512,4096,2097152,2097152,262144,128,64,2,1,65536,1,1,864,3,ok,ok,ok,ok,22020460,336.005554,22020460.000000,97.522000,57437635,876.428757,57437635.000000,37.388000,0.383380,2.608376,,
latency:int4:u4xu4:m16n16k128:ordered:sat,latency,int4,u4,u4,ordered,satfinite,1,16,16,128,2048,2048,256,128,64,2,1,2,2048,1,864,3,ok,ok,ok,ok,1303476,318.231445,636.462891,102.969000,3635886,887.667480,1775.334961,36.915000,0.358506,2.789377,,
latency:int4:u4xu4:m32n32k256:ordered:sat,latency,int4,u4,u4,ordered,satfinite,2,32,32,256,8192,8192,1024,128,64,2,1,16,256,1,864,3,ok,ok,ok,ok,1227082,299.580566,4793.289062,109.380000,3559716,869.071289,13905.140625,37.705000,0.344716,2.900960,,
latency:int4:u4xu4:m64n64k512:ordered:sat,latency,int4,u4,u4,ordered,satfinite,4,64,64,512,32768,32768,4096,128,64,2,1,128,32,1,864,3,ok,ok,ok,ok,1242206,303.272949,38818.937500,108.048000,3550409,866.799072,110950.281250,37.803000,0.349872,2.858148,,
latency:int4:u4xu4:m128n128k1024:ordered:sat,latency,int4,u4,u4,ordered,satfinite,8,128,128,1024,131072,131072,16384,128,64,2,1,1024,4,1,864,3,ok,ok,ok,ok,1390412,339.456055,347603.000000,96.531000,3554456,867.787109,888614.000000,37.760000,0.391170,2.556405,,
latency:int4:u4xu4:m256n256k2048:ordered:sat,latency,int4,u4,u4,ordered,satfinite,16,256,256,2048,524288,524288,65536,128,64,2,1,8192,1,1,864,3,ok,ok,ok,ok,2780185,339.378052,2780185.000000,96.553000,7119660,869.099121,7119660.000000,37.703000,0.390490,2.560858,,
latency:int4:u4xu4:m512n512k4096:ordered:sat,latency,int4,u4,u4,ordered,satfinite,32,512,512,4096,2097152,2097152,262144,128,64,2,1,65536,1,1,864,3,ok,ok,ok,ok,22145452,337.912781,22145452.000000,96.972000,57349058,875.077179,57349058.000000,37.446000,0.386153,2.589654,,
latency:int4:u4xs4:m16n16k128:ordered:nosat,latency,int4,u4,s4,ordered,nosat,1,16,16,128,2048,2048,256,128,64,2,1,2,2048,1,864,3,ok,ok,ok,ok,2215455,540.882568,1081.765137,60.582000,4821784,1177.193359,2354.386719,27.836000,0.459476,2.176431,,
latency:int4:u4xs4:m32n32k256:ordered:nosat,latency,int4,u4,s4,ordered,nosat,2,32,32,256,8192,8192,1024,128,64,2,1,16,256,1,864,3,ok,ok,ok,ok,2166881,529.023682,8464.378906,61.941000,4905888,1197.726562,19163.625000,27.358000,0.441678,2.264032,,
latency:int4:u4xs4:m64n64k512:ordered:nosat,latency,int4,u4,s4,ordered,nosat,4,64,64,512,32768,32768,4096,128,64,2,1,128,32,1,864,3,ok,ok,ok,ok,2676818,653.520020,83650.562500,50.141000,4900519,1196.415771,153141.218750,27.388000,0.546220,1.830726,,
latency:int4:u4xs4:m128n128k1024:ordered:nosat,latency,int4,u4,s4,ordered,nosat,8,128,128,1024,131072,131072,16384,128,64,2,1,1024,4,1,864,3,ok,ok,ok,ok,2159489,527.218994,539872.250000,62.153000,4878876,1191.131836,1219719.000000,27.510000,0.442617,2.259273,,
latency:int4:u4xs4:m256n256k2048:ordered:nosat,latency,int4,u4,s4,ordered,nosat,16,256,256,2048,524288,524288,65536,128,64,2,1,8192,1,1,864,3,ok,ok,ok,ok,4318002,527.099854,4318002.000000,62.167000,9922455,1211.237183,9922455.000000,27.053000,0.435167,2.297927,,
latency:int4:u4xs4:m512n512k4096:ordered:nosat,latency,int4,u4,s4,ordered,nosat,32,512,512,4096,2097152,2097152,262144,128,64,2,1,65536,1,1,864,3,ok,ok,ok,ok,35638701,543.803421,35638701.000000,60.257000,82110299,1252.903732,82110299.000000,26.154000,0.434041,2.303964,,
latency:int4:u4xs4:m16n16k128:ordered:sat,latency,int4,u4,s4,ordered,satfinite,1,16,16,128,2048,2048,256,128,64,2,1,2,2048,1,864,3,ok,ok,ok,ok,2222737,542.660400,1085.320801,60.384000,4969066,1213.150879,2426.301758,27.011000,0.447320,2.235562,,
latency:int4:u4xs4:m32n32k256:ordered:sat,latency,int4,u4,s4,ordered,satfinite,2,32,32,256,8192,8192,1024,128,64,2,1,16,256,1,864,3,ok,ok,ok,ok,2159967,527.335693,8437.371094,62.139000,4935469,1204.948486,19279.175781,27.195000,0.437648,2.284974,,
latency:int4:u4xs4:m64n64k512:ordered:sat,latency,int4,u4,s4,ordered,satfinite,4,64,64,512,32768,32768,4096,128,64,2,1,128,32,1,864,3,ok,ok,ok,ok,2152146,525.426270,67254.562500,62.365000,4932087,1204.122803,154127.718750,27.213000,0.436351,2.291707,,
latency:int4:u4xs4:m128n128k1024:ordered:sat,latency,int4,u4,s4,ordered,satfinite,8,128,128,1024,131072,131072,16384,128,64,2,1,1024,4,1,864,3,ok,ok,ok,ok,2151194,525.193848,537798.500000,62.392000,4933334,1204.427246,1233333.500000,27.206000,0.436049,2.293300,,
latency:int4:u4xs4:m256n256k2048:ordered:sat,latency,int4,u4,s4,ordered,satfinite,16,256,256,2048,524288,524288,65536,128,64,2,1,8192,1,1,864,3,ok,ok,ok,ok,4301445,525.078735,4301445.000000,62.406000,9872702,1205.163818,9872702.000000,27.190000,0.435695,2.295206,,
latency:int4:u4xs4:m512n512k4096:ordered:sat,latency,int4,u4,s4,ordered,satfinite,32,512,512,4096,2097152,2097152,262144,128,64,2,1,65536,1,1,864,3,ok,ok,ok,ok,34407088,525.010498,34407088.000000,62.414000,79596194,1214.541534,79596194.000000,26.980000,0.432275,2.313366,,
latency:int4:s4xu4:m16n16k128:ordered:nosat,latency,int4,s4,u4,ordered,nosat,1,16,16,128,2048,2048,256,128,64,2,1,2,2048,1,864,3,ok,ok,ok,ok,3480174,849.651855,1699.303711,38.566000,5114310,1248.610840,2497.221680,26.244000,0.680496,1.469556,,
latency:int4:s4xu4:m32n32k256:ordered:nosat,latency,int4,s4,u4,ordered,nosat,2,32,32,256,8192,8192,1024,128,64,2,1,16,256,1,864,3,ok,ok,ok,ok,3542951,864.978271,13839.652344,37.883000,5032489,1228.635010,19658.160156,26.670000,0.704010,1.420423,,
latency:int4:s4xu4:m64n64k512:ordered:nosat,latency,int4,s4,u4,ordered,nosat,4,64,64,512,32768,32768,4096,128,64,2,1,128,32,1,864,3,ok,ok,ok,ok,3579171,873.821045,111849.093750,37.500000,5051572,1233.293945,157861.625000,26.569000,0.708507,1.411380,,
latency:int4:s4xu4:m128n128k1024:ordered:nosat,latency,int4,s4,u4,ordered,nosat,8,128,128,1024,131072,131072,16384,128,64,2,1,1024,4,1,864,3,ok,ok,ok,ok,3864117,943.387939,966029.250000,34.734000,5050874,1233.123535,1262718.500000,26.573000,0.765043,1.307122,,
latency:int4:s4xu4:m256n256k2048:ordered:nosat,latency,int4,s4,u4,ordered,nosat,16,256,256,2048,524288,524288,65536,128,64,2,1,8192,1,1,864,3,ok,ok,ok,ok,7720409,942.432739,7720409.000000,34.770000,10047762,1226.533447,10047762.000000,26.716000,0.768364,1.301455,,
